	Dataset	dataset_name	chip_id	replicate_group_id	organism	sample_type	generic_sample_type	final_cell_type	parental_cell_type	sex	labelling	name	description	number of samples	sample types	platform	project	species	Detection threshold	Platform_Category	Platform_Colour	Platform_Symbol	display_metadata	tier1	tier2	tier3	celltype	Blood_Cluster
GSM1600120;6272	6272	Wise	GSM1600120	untreated control2	Homo sapiens	monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+  adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600121;6272	6272	Wise	GSM1600121	msc control2	Homo sapiens	monocyte + MSC	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ cocultured with MSC adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600122;6272	6272	Wise	GSM1600122	untreated control3	Homo sapiens	monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+  adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600123;6272	6272	Wise	GSM1600123	msc control3	Homo sapiens	monocyte + MSC	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ cocultured with MSC adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600124;6272	6272	Wise	GSM1600124	untreated control4	Homo sapiens	monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+  adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600125;6272	6272	Wise	GSM1600125	msc control4	Homo sapiens	monocyte + MSC	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ cocultured with MSC adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600126;6272	6272	Wise	GSM1600126	untreated diabetic UR4413277	Homo sapiens	diabetic monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ diabetic adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600127;6272	6272	Wise	GSM1600127	msc diabetic UR4413277	Homo sapiens	diabetic monocyte + MSC	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ diabetic cocultured with MSC adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600128;6272	6272	Wise	GSM1600128	untreated diabetic UR706566	Homo sapiens	diabetic monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ diabetic adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600129;6272	6272	Wise	GSM1600129	msc diabetic UR706566	Homo sapiens	diabetic monocyte + MSC	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ diabetic cocultured with MSC adult	myeloid	myeloid	adult	monocyte	Macrophage
GSM1600130;6272	6272	Wise	GSM1600130	untreated diabetic UR4093157	Homo sapiens	diabetic monocyte	CL:0000576		monocyte			Wise	"Aim: Macrophage infiltration contributes to the pathogenesis of Type 2 diabetes. Mesenchymal stem cells (MSCs) possess immunomodulatory properties, making them an ideal candidate for therapeutic intervention. This study investigated whether MSCs can modulate the phenotype of monocytes isolated from Type 2 diabetic patients with end-stage renal disease. Materials & methods: Monocytes from control (n = 4) and Type 2 diabetic patients with end-stage renal disease (n = 5) were assessed using flow cytometry and microarray profiling, following 48 h of co-culture with MSCs. Results: Control subjects had a greater proportion of CD14++CD16- monocytes while diabetic patients had a higher proportion of CD14++CD16+ and CD14+CD16++ monocytes. MSCs promoted the proliferation of monocytes isolated from diabetic patients, reduced HLA-DR expression in both groups and promoted the expression of anti-inflammatory genes. Conclusion: MSC-derived factors alter the polarization of monocytes isolated from healthy and diabetic subjects toward an M2 phenotype. Abstract from Regen Med. 2015 Nov 6."	18	"monocyte, diabetic monocyte, monocyte + MSC, diabetic monocyte + MSC"	Microarray (Affymetrix HuGene-2_0-ST V1)		Homo sapiens	0.92	HuGene	"rgb(0,109,219)"	diamond-open	Monocyte CD14+ diabetic adult	myeloid	myeloid	adult	monocyte	Macrophage
